text,breakfast_po,breakfast_ne,dinner_po,dinner_ne,bath_po,bath_ne,service_po,service_ne,state_po,state_ne,facility_po,facility_ne,room_po,room_ne
温泉の泉質はよかったが、浴室が経年劣化で汚い。,0,0,0,0,1,1,0,0,0,0,0,0,0,0
岩美の岩牡蠣は、最高でした。,1,0,1,0,0,0,0,0,0,0,0,0,0,0
建物の老朽化は否めませんが、面倒な頼み事にキメ細かに答えてくださり、とても助かりました。,0,0,0,0,0,0,1,0,0,0,0,1,0,0
料理もお刺身は美味しかったが、ほかは手の込んだ感じがしなかった。,1,1,1,1,0,0,0,0,0,0,0,0,0,0
露天風呂がないのと、部屋にトイレ、洗面所がないのは残念！,0,0,0,0,0,1,0,0,0,0,0,0,0,1
一言で言うと、ハードは素晴らしいのにソフト面のせいで台無し。,0,1,0,1,0,1,0,1,0,1,0,1,0,1
立地や景観、建物は素晴らしく、一見の価値があります。,0,0,0,0,0,0,0,0,1,0,1,0,0,0
ゴキブリはでませんでしたが、もう少し他の対策方法はないのでしょうか。,0,0,0,0,0,1,0,0,0,0,0,1,0,1
食事内容も残念でした。,0,1,0,1,0,0,0,0,0,0,0,0,0,0
素晴らしい建築と、景観がもったいなさすぎて口コミしました。,0,0,0,0,0,0,0,0,1,0,1,0,0,0
お部屋もきれい、お風呂も貸し切り風呂が4つもあって広さも十分な良いお湯で大満足！,0,0,0,0,1,0,1,0,0,0,0,0,1,0
日にちを間違えて予約してしまったのですが快く対応していただけて良かったです＾＾；鳥取は皆生温泉とカニ宿の三朝温泉が好きでこの２ヵ月ほどで９回宿泊しましたが初めて来たここ東郷温泉は養生館のお宿の温泉が良くてまた来たいです。,0,0,0,0,1,0,1,0,0,0,0,0,0,0
フロントやお部屋、レストランや大浴場等々、とてもきれいで過ごしやすく仕事で宿泊したとは言え、旅気分に浸れました。,0,0,0,0,1,0,1,0,0,0,1,0,1,0
私は洋食が多いですが、大変美味しいです。,1,0,1,0,0,0,0,0,0,0,0,0,0,0
対向車とのすれ違いも難しい崖っぷちの細い山道を行った先にあるまさに秘境の一軒家で、秘湯ファンにはたまらない場所でした。,0,0,0,0,0,0,0,0,1,1,0,0,0,0
お部屋はリニューアルしたトイレ付で、他の方が指摘されているような鍵の心配もありませんでした。,0,0,0,0,0,0,0,0,0,0,1,0,1,0
お食事は一般的な温泉旅館で提供されるほど量が多くはなく、温泉宿を渡り歩くような人間にとっては、食事の量が適量（もしくは少な目）なのが良かったと思います。,1,0,1,0,0,0,0,0,0,0,0,0,0,0
お料理も美味しかったのですが、二日目のメニューは初日より品数が少なく、少しネタ切れ？と感じてしまいました。,1,1,1,1,0,0,0,0,0,0,0,0,0,0
GW中で忙しかったからかもしれませんが、楽しみにしていたお食事は待たされてばかりで美味しくもなかった。,0,1,0,1,0,0,0,0,0,0,0,0,0,0
しかもメインのお刺身は準備していますからお待ち下さいとのことでしたが最後まで出てこず食べられなかった。,0,1,0,1,0,0,0,0,0,0,0,0,0,0
お部屋もトイレは下水道臭く、我慢ならなかったし、スリッパも使い回しでシットリしていて気持ち悪かった。,0,0,0,0,0,0,0,1,0,0,0,1,0,1
温泉もHPではかなり充実しているかのようでしたが、入れ替え制だったため洞窟風呂には入れずフツーすぎてガッカリした。,0,0,0,0,0,1,0,1,0,0,0,0,0,0
壱岐には何度もきましたが、一番最悪な思い出になりました。,0,1,0,1,0,1,0,1,0,1,0,1,0,1
昨年に続き、2度目の宿泊でしたが、いつも大変満足しております！,1,0,1,0,1,0,1,0,1,0,1,0,1,0
朝夕のお食事は、シェフのこだわりを細部にまで感じられ大変美味で、そしてロッジの館内は、のんびりとした空気が流れ、素敵な時間を過ごさせていただきました。,1,0,1,0,0,0,0,0,0,0,1,0,0,0
それとお手洗い等お掃除が行き届いてないように感じました。,0,0,0,0,0,0,0,1,0,0,0,1,0,1
でも立地も居心地も好きなので、又行きたいです。,0,0,0,0,0,0,0,0,1,0,1,0,1,0
が、部屋に置いてある洗濯物を干す器具が壊れていたり、部屋のお風呂にある上部のシャワーヘッドが詰まって？,0,0,0,0,0,1,0,0,0,0,0,1,0,0
お湯がちゃんと出なかったり、ティッシュが補充されていなかったりと特別室？と思う部分がありました。,0,0,0,0,0,1,0,0,0,0,0,1,0,0
食事も美味しく、子供用の食事も大人と別メニューでよかったです。,1,0,1,0,0,0,0,0,0,0,0,0,0,0
相変わらず雰囲気も良いです。,0,0,0,0,0,0,0,0,0,0,1,0,1,0
食事は夕食朝食ともに大変美味しく、正月だったため、お屠蘇や雑煮なども出していただきました。,1,0,1,0,0,0,0,0,0,0,0,0,0,0
最近は少食になった母もすべての料理を食べていました。,1,0,1,0,0,0,0,0,0,0,0,0,0,0
全体的にとても満足できる旅行となりました。,1,0,1,0,1,0,1,0,1,0,1,0,1,0
ホテルはすぐにわかったのですが、入口がわからず、ウロウロ、、入ると、スタッフが丁寧に受付してくださいました。,0,0,0,0,0,0,1,0,0,0,0,1,0,0
部屋は広くて新しく、バスルームの設備も最新型です。,0,0,0,0,1,0,0,0,0,0,0,0,1,0
とても美味しいお料理に清潔感のあるお部屋、言うことなしでした。,1,0,1,0,0,0,1,0,0,0,0,0,1,0
少しぬるめではありますがこの時期はちょうど良い。,0,0,0,0,1,1,0,0,0,0,0,0,0,0
お食事はもう素晴らしいの一言。,1,0,1,0,0,0,0,0,0,0,0,0,0,0
全体的にゆったりした宿で、お風呂もゆっくりは入れました。,0,0,0,0,1,0,0,0,0,0,1,0,0,0
ニジマス風呂は一興ですが・・・部屋も山側から湖側へ変更いただき、食事も料金を考えたら言うことはありません。,1,0,1,0,1,0,1,0,0,0,0,0,1,0
翌朝は登山ということで朝食はお弁当にして頂き、登頂後美味しく頂きました。,1,0,0,0,0,0,1,0,0,0,0,0,0,0
【部屋】広くてとても綺麗でした【食事】手作り料理がおいしかったです。,1,0,1,0,0,0,1,0,0,0,0,0,1,0
ピザをいっぱい食べたかったけど、他のもので予想以上におなかいっぱいになってしまいました。,1,0,1,0,0,0,0,0,0,0,0,0,0,0
ただ節電のためか夜はコインランドリーがある地下階が消灯されていて真っ暗で怖いし寒かったです。,0,0,0,0,0,0,0,1,0,0,0,1,0,0
駅からもまあ近くて便利でしたが、入り口を隣のホテルの加減で見落としてしまいました。,0,0,0,0,0,0,0,0,1,1,0,0,0,0
新しく、コーヒーサービスもありよかったですが、ハンガーが2つしかなく、コートをかけるだけでいっぱいです。,0,0,0,0,0,0,1,0,0,0,1,1,0,0
今回は急に決めた旅でしたのでお食事についてはさほど気にしていなかったのですが、とても美味しく、見た目にも大満足でした。,1,0,1,0,0,0,0,0,0,0,0,0,0,0
スタッフの方が丁寧にメニューの説明してくださり、こちらの質問にも細やかに対応していただき気持ちの良い時間を過ごすことができました。,1,0,1,0,0,0,1,0,0,0,0,0,0,0
温かく、ご親切なスタッフの方々、吉野葛、山のもの満載の美しく美味しいお料理、のんびりできるお風呂。,1,0,1,0,1,0,1,0,0,0,0,0,0,0
桜には少し早すぎましたが、最初の目的を忘れるほど堪能させていただきました。,1,0,1,0,1,0,1,0,0,0,0,0,0,0
美味しくて何度も注文させていただいた葛湯…恋しいです。,1,0,1,0,0,0,0,0,0,0,0,0,0,0
今回は88歳の母と二人旅でしたが、今度は家族と伺いたいです。,1,0,1,0,1,0,1,0,1,0,1,0,1,0
食事も美味しく、イノシシ料理というと牡丹鍋という印象でしたが、洋風の調理にはビックリしました。,1,0,1,0,0,0,0,0,0,0,0,0,0,0
天子の姿揚げや最後の白米が絶品で、堪能しました。,1,0,1,0,0,0,0,0,0,0,0,0,0,0
料理長の調理を見ながらの食事は時間を忘れました。,1,0,1,0,0,0,0,0,0,0,0,0,0,0
地域の食材を見事に調理した料理の数々でしたが、地産地消に縛られない料理も食べてみたいと思いました。,1,1,1,1,0,0,0,0,0,0,0,0,0,0
今年は10連休が話題になり、予約が取れない中大通りから若干中に入っただけで、飲食、コンビニに不便なく、朝食も美味しく。,1,0,0,0,0,0,0,0,1,0,0,0,0,0
食事は大変おいしかったです。,1,0,1,0,0,0,0,0,0,0,0,0,0,0
どちらかというと大食漢の部類に入る私たちですが、しゃぶしゃぶ食べ放題は、肉皿が空になるとすぐ声をかけていただいて、肉を次から次へと持ってきていただけたので本当にお腹いっぱいになりました。,0,0,1,0,0,0,1,0,0,0,0,0,0,0
チェックインから、食事、チェックアウトを通して、親しみやすく、対応も早く、ホスピタリティーを非常に感じられました。,1,0,1,0,0,0,1,0,0,0,0,0,0,0
国内外のリゾートには数多くステイしてきましたが、露天風呂付きの離れで、この食事、接客でこの金額というのはなかなかないのではないかと思います。,1,0,1,0,1,0,1,0,0,0,0,0,0,0
本当に大満足でした。,1,0,1,0,1,0,1,0,1,0,1,0,1,0
料理もお風呂もサービスも最高です。,1,0,1,0,1,0,1,0,0,0,0,0,0,0
プールに行くつもりでしたがあまりにも寒いので今回は辞めましたが見学してきましが、綺麗・・・食事は、シティホテルの朝食かな・・・温泉宿のごたごたがいやな方にはゆっくり休める場所と思います。,0,1,0,0,0,0,0,0,0,0,1,0,0,0
温泉中心街から少し離れているので静かな立地です。,0,0,0,0,0,0,0,0,1,1,0,0,0,0
別館に宿泊しましたが、部屋は広くて清潔感がありました。,0,0,0,0,0,0,1,0,0,0,0,0,1,0
とくにデザートのアイスクリームを目の前で作っていただいたのには感激しました！,0,0,1,0,0,0,1,0,0,0,0,0,0,0
家族みんなとても満足でしたが、私には少し量が多く、残してしまったのがとても残念です（:_;）お風呂は貸し切り風呂と大浴場を利用しました。,0,0,1,0,1,0,0,0,0,0,0,0,0,0
アメニティやタオル類も充分にあり、清掃も行き届いていました。,0,0,0,0,1,0,1,0,0,0,1,0,0,0
朝食はだし巻き卵を目の前で焼いていただき、とてもおいしくいただきました。,1,0,0,0,0,0,1,0,0,0,0,0,0,0
全体的にとても満足でした。,1,0,1,0,1,0,1,0,1,0,1,0,1,0
新しく出来たホテルにて、とても綺麗で、スタッフの接客がとても良かったです。,0,0,0,0,0,0,1,0,0,0,1,0,1,0
レトロな雰囲気を出しながら、ちょっと年期は入ってるけど、丁寧なメンテされています。,0,0,0,0,0,0,1,0,0,0,1,1,0,0
お米もおいしかったのですが、食べ切れませんでした。,0,0,1,1,0,0,0,0,0,0,0,0,0,0
とても静かですみずみに心配りが感じられ、料理も堪能しました。,1,0,1,0,0,0,1,0,0,0,1,0,1,0
特に鍋物は料理長が目の前に振舞に振舞いでくれました。,1,0,1,0,0,0,1,0,0,0,0,0,0,0
今回は格段に美味しいでした。,1,0,1,0,0,0,0,0,0,0,0,0,0,0
お部屋も綺麗でしたし、朝食のミニバイキングが良かったです。,1,0,0,0,0,0,1,0,0,0,0,0,1,0
お風呂からの眺めも良いのですが、電車の音が凄く大きくて、最初凄くびっくりでした（笑）スタッフの方たちゎとても親切で良かったです☆,0,0,0,0,1,1,1,0,0,0,0,0,0,0
・料理、風呂ともに大変満足でした。,1,0,1,0,1,0,0,0,0,0,0,0,0,0
食事は、お座敷に、椅子とテーブルを並べた会場でしたが、腰膝が痛い私たち中高年！にとっては大変ありがたいものでした。,1,0,1,0,0,0,0,0,0,0,1,0,0,0
今回宿泊して気が付いたことは、「温泉に入って湯船から、更衣室の壁掛け時計が見える」ことでした。,0,0,0,0,1,0,0,0,0,0,1,0,0,0
湯につかったまま時間を確認できるのはとってもよかったです。,0,0,0,0,1,0,0,0,0,0,1,0,0,0
料理が抜群においしかったです。,1,0,1,0,0,0,0,0,0,0,0,0,0,0
とても楽しく滞在させて頂きました。,1,0,1,0,1,0,1,0,1,0,1,0,1,0
いままで泊まったホテルの中でもかなり上位に食い込むクオリティでした。,1,0,1,0,1,0,1,0,1,0,1,0,1,0
風呂がきれい、食事が無難にうまい。,1,0,1,0,1,0,1,0,0,0,0,0,0,0
部屋が広くてベッドもゆったり。,0,0,0,0,0,0,0,0,0,0,1,0,1,0
でも、部屋の清潔感、アメニティ不足に不満です。,0,0,0,0,0,0,0,1,0,0,0,1,0,1
部屋の急須が綺麗じゃなかった。,0,0,0,0,0,0,0,1,0,0,0,1,0,0
前の人が使った感じがのこってた。,0,0,0,0,0,0,0,1,0,0,0,1,0,0
ガラスのかけらみたいなのがあり、掃除の仕方が不満。,0,0,0,0,0,0,0,1,0,0,0,0,0,1
でも、お椀の汚れが気になりました。,0,0,0,0,0,0,0,1,0,0,0,1,0,0
通常、こういうものは予約時か、それが無理でもせめてチェックイン、最悪でも部屋に案内したときに先方から伝えるべき項目だと思います。,0,0,0,0,0,0,0,1,0,0,0,1,0,0
こちらから連絡しなければ電源を入れても一向に暖かくならない部屋で過ごした宿泊客もいるかと思うと残念な宿と言わざるを得ないです。,0,0,0,0,0,0,0,1,0,0,0,0,0,1
いろいろ知ったうえで強い思い入れのあるリピーターならまだしも、初めてこの宿に行く事を検討している方がいるなら、同価格帯の他の宿に泊まった方が良いです。,0,0,0,0,0,1,0,1,0,0,0,1,0,0
サービスと食事はすごくよかったです．,1,0,1,0,0,0,1,0,0,0,0,0,0,0
これだけ夜景が美しい場所ですから立地は仕方ないと思いますが，不便ではあると思います．,0,0,0,0,0,0,0,0,1,1,0,0,0,0
13時にチェックインできて、お料理も品数豊富でとても美味しかったです。,1,0,1,0,0,0,1,0,0,0,0,0,0,0
お風呂の湯温がぬるかったのは残念でしたが、目の前に外湯があっだので熱い湯にも入れたので満足です。,0,0,0,0,1,1,0,0,0,0,0,0,0,0
館内は、若干の古さは感じるものの、特に不自由さも感じませんでした。,0,0,0,0,0,0,0,0,0,0,1,1,0,0
夕食は併設のレストランを利用させて頂きましたが、リーズナブルな価格で美味しいお料理を楽しませて頂きました。,0,0,1,0,0,0,0,0,0,0,1,0,0,0
急なお願いにもかかわらず、一泊目と違う部屋でしたが、入ると布団も敷いてあり、冷房もついていて、下界の天国に思え感激。,0,0,0,0,0,0,1,0,0,0,1,0,0,0
気持ち良い温泉、夕食時生ビール、デザートまで完食。,0,0,1,0,1,0,0,0,0,0,0,0,0,0
本当に幸せなひと時を過ごせました。,0,0,1,0,1,0,0,0,0,0,0,0,0,0
一泊目の朝ご飯は登山早出で今回購入済でしたが、おにぎり用意可能とのこと。,1,0,0,0,0,0,1,0,0,0,0,0,0,0
今回は登山に負けず、宿も最高でした。,1,0,1,0,1,0,1,0,1,0,1,0,1,0
設備、接待の心、料理など申し分はありません。,1,0,1,0,0,0,1,0,0,0,1,0,0,0
立地やお部屋に問題なし。,0,0,0,0,0,0,0,0,1,0,0,0,1,0
接客対応やアメニティもしっかりしており、朝食も十分満足できました。,1,0,0,0,0,0,1,0,0,0,1,0,0,0
料理はビュッフェ形式でしたが、地元の食材（ソイの料理など）工夫されており家族全員満足でした。,1,0,1,0,0,0,0,0,0,0,0,0,0,0
ビュッフェとは別に陶板焼き（2品）もついていたり、串揚げのサービス（テーブルサービス）などあり、充実していると思います。,1,0,1,0,0,0,1,0,0,0,0,0,0,0
部屋は、登山利用者もいるためか、床が一部汚くなっている面もありますが、きれいに清掃はされています。,0,0,0,0,0,0,1,0,0,0,0,0,1,0
利尻山が部屋から見れ、岬も近く観光や登山でまた利用したい宿です。,0,0,0,0,0,0,0,0,1,0,0,0,1,0
部屋も大変にきれいで快適でした。,0,0,0,0,0,0,1,0,0,0,0,0,1,0
リピーターが多いのも頷けます。,1,0,1,0,0,0,0,0,0,0,0,0,0,0
また、冬の魚を食べに行きたいです。,1,0,1,0,0,0,0,0,0,0,0,0,0,0
いつものとおり快適に過ごすことができ、ありがとうございました。,0,0,0,0,0,0,0,0,0,0,1,0,1,0
問題は、夜食なのですが食事処の静けさ。,0,0,0,1,0,0,0,0,0,0,0,1,0,0
音楽でもかけてほしものだ。,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1泊でお世話になりましたが、食事に大変満足しました。,1,0,1,0,0,0,0,0,0,0,0,0,0,0
あとお風呂と食事処からの湖面の景色がとても心地よく、朝食時の朝日が湖面に光る景色が印象に残っています。,1,0,0,0,1,0,0,0,1,0,0,0,0,0
朝食もお腹いっぱいで食べきれないほど…ただ残念だったのが、子供がいたのですが、部屋が喫煙室の隣りだったこと。,1,0,0,0,0,0,0,0,0,0,0,0,0,1
建物の老朽化は少し感じましたが、お部屋も広く、窓の外から見えるイーフビーチも良かったです。,0,0,0,0,0,0,0,0,0,0,0,1,1,0
そして「おとぎ懐石」は見た目も美しく楽しい盛り付けでワクワクした幸せな気持ちになりました。,1,0,1,0,0,0,0,0,0,0,0,0,0,0
コースにはなかった、瓦そばを無理にお願いして作ってもらいました。,0,0,1,0,0,0,1,0,0,0,0,0,0,0
個人的にはのんびりできたし、おいしいごはんもいただけたし、満足です。,1,0,1,0,0,0,0,0,0,0,0,0,0,0
フロントの方もスタッフの方も親切で、また、部屋のインテリアやアメニティ、サービスも素晴らしかったです。,0,0,0,0,0,0,1,0,0,0,1,0,1,0
また、テラスで朝日を見ながらのモーニングコーヒーも格別でした。,1,0,0,0,0,0,0,0,0,0,1,0,0,0
そして、お料理も期待どおりでした。,1,0,1,0,0,0,0,0,0,0,0,0,0,0
夕食、朝食とも素晴らしかったです。,1,0,1,0,0,0,0,0,0,0,0,0,0,0
贅沢を言えば、フリードリンクはありましたが、ちょっとしたつまみやお菓子がフロントあたりで購入できたらうれしいです。,0,0,0,0,0,0,0,0,0,0,1,1,0,0
客室も広く、非常にきれいでした。,0,0,0,0,0,0,1,0,0,0,0,0,1,0
リニューアルだったので綺麗で清潔感もありとても良かったです。,0,0,0,0,0,0,1,0,0,0,1,0,1,0
チェックアウト後に荷物を預かっていただき、自転車も貸していただけて大変助かりました。,0,0,0,0,0,0,1,0,0,0,1,0,0,0
最初、フロントや部屋のおしゃれさにとてもびっくりしました。,0,0,0,0,0,0,0,0,0,0,1,0,1,0
ウェルカムドリンクや寝湯など、他の旅館では体験したことが無かったので斬新で楽しかったです。,0,0,0,0,1,0,0,0,0,0,1,0,0,0
化粧水などを忘れてしまった時に、わざわざフロントの方がサンプルを届けて下さったことは本当に感謝しています。,0,0,0,0,0,0,1,0,0,0,1,0,0,0
でも料理も美味しくて、温泉も気持ちよくて、スタッフの方々も優しい方ばかりで、思い出に残る楽しい旅行となりました！,1,0,1,0,1,0,1,0,0,0,0,0,0,0
トラベルサイトに書かれている文面に歴史ある宿とのことと写真に期待していましたが、只々、古く部屋は汚れ、畳を見ると大量の蟻の大群。,0,0,0,0,0,0,0,1,0,0,0,0,0,1
部屋を替えてもらいましたが虫はいないもののさほど変わらず、アメニティは歯ブラシとヘアーブラシのみ。,0,0,0,0,0,0,0,0,0,0,0,1,0,1
洗面台には石鹸も無く、食事はあちこち汚れた湯治場の様な部屋。,0,1,0,1,0,0,0,1,0,0,0,1,0,0
娘の就職祝いで久々の母娘旅で予約しましたのに本当にがっかりでした。,0,1,0,1,0,0,0,1,0,0,0,1,0,1
あえて良いことを言えば緑いっぱいの庭と担当の女性が一生懸命に頑張っていたことでした。,0,0,0,0,0,0,1,0,0,0,1,0,0,0
カニの量が沢山あって、お酒が進みました。,1,0,1,0,0,0,0,0,0,0,0,0,0,0
お部屋もとてもきれいでした。,0,0,0,0,0,0,1,0,0,0,0,0,1,0
朝ごはんも美味しくて、旦那さんとおかみさんの二人できりもりされていましたが、気さくで話しやすく、また是非伺いたいと思いました。,1,0,0,0,0,0,1,0,0,0,0,0,0,0
雨晴海岸近くという素晴らしい立地で、ご主人様の温かいおもてなしとぶりしゃぶ、刺身等の料理が大変美味しくとても満足しました！,1,0,1,0,0,0,1,0,1,0,0,0,0,0
禁煙部屋にも関わらず、部屋がタバコ臭い２．,0,0,0,0,0,0,0,1,0,0,0,0,0,1
サウナ、ジャグジーとあるが壊れていて実際使えない（メンテナンス無し）３．,0,0,0,0,0,1,0,1,0,0,0,0,0,0
部屋のウオッシュレットが壊れている（事前に確認もしていないメンテナンス状態）４．,0,0,0,0,0,0,0,1,0,0,0,1,0,0
廊下がとにかく汚い７．,0,0,0,0,0,0,0,1,0,0,0,1,0,0
部屋のデスクに物が溢れかえっており客自身で整頓しないと使えない８．,0,0,0,0,0,0,0,1,0,0,0,1,0,0
お客様を迎え入れれる状態での運営ではないと感じざる負えません。,0,0,0,0,0,1,0,1,0,1,0,1,0,1
イカはちょっと乾き気味で、おいしかったですが、それほどインパクトは無。,0,0,1,1,0,0,0,0,0,0,0,0,0,0
朝夕とも、派手さはないが、シミジミとしたおいしさでなかなかよかったです。,1,0,1,0,0,0,0,0,0,0,0,0,0,0
まるで我が家のような快適さでした。,0,0,0,0,0,0,0,0,0,0,1,0,1,0
オーナーのお食事、コーヒーは大変美味しく、お心遣いが最高でした。,1,0,1,0,0,0,1,0,0,0,0,0,0,0
来年も、お世話になろうと思います。,1,0,1,0,1,0,1,0,1,0,1,0,1,0
花火の時間と夕食の時間が重なっており、花火はあきらめてたのですが、ホテルマンの方から食事の時間はずらしておくのでお部屋でゆっくり花火を見てから食事にお越しくださいと言っていただき、花火も見ることができました。,0,0,0,0,0,0,1,0,1,0,0,0,0,0
小さな子供が一緒だったのですが、だいぶ眠くなってきたのを見て早めにお料理を出していただいてるようでした。,0,0,1,0,0,0,1,0,0,0,0,0,0,0
山の上に佇むロッジのような雰囲気で、今回は12月の雪国を感じられとてもリフレッシュできた。,0,0,0,0,0,0,0,0,1,0,1,0,0,0
館内全体清潔感があり、お風呂は小さいけど窓からは外の雪景色も望め、熱めで気持ちよかった。,0,0,0,0,1,1,1,0,0,0,1,0,0,0
特に醸す森バルでの食事と居心地の良さが印象的です。,1,0,1,0,0,0,0,0,0,0,0,0,0,0
バルなので、カジュアルと思ってたけど、7品\4 000と思えないほどの内容で、シェフが料理を運び食材の説明をしてくださり、丁寧でした。,0,0,1,0,0,0,1,0,0,0,0,0,0,0
米沢駅から送迎して頂けますし、米沢駅は新幹線停車駅なので、行きやすい立地です。,0,0,0,0,0,0,1,0,1,0,0,0,0,0
お宿は線路沿いにあるのでお部屋から新幹線が走ってるのが見れます。,0,0,0,0,0,0,0,0,1,0,0,0,1,0
綺麗でオシャレなゲストハウスで、満足度高いです。,0,0,0,0,0,0,1,0,0,0,1,0,1,0
料理のセンスが抜群で、味は勿論、独創性、盛り付け、何れも超一流でした。,1,0,1,0,0,0,0,0,0,0,0,0,0,0
デザートも一品だったら完璧だったのですが、、、。,0,1,0,1,0,0,0,0,0,0,0,0,0,0
帰ってきたときに部屋風呂が準備されていたときは嬉しかったですね。,0,0,0,0,1,0,1,0,0,0,0,0,1,0
そのお部屋も仲居さんも最上級でした。,0,0,0,0,0,0,1,0,0,0,0,0,1,0
貸切風呂も大浴場もお部屋のお風呂もアメニティーが充実していて、お掃除も行き届いた気持ちの良いお風呂でした。,0,0,0,0,1,0,1,0,0,0,1,0,0,0
湯上り部屋には、女将手作りの蕨餅と良く冷えたお茶も用意されていました。,0,0,0,0,0,0,1,0,0,0,1,0,0,0
雪は降っていませんでしたが、雪見障子から見える日本庭園も本当にお手入れが行き届いた素敵なお庭でした。,0,0,0,0,0,0,1,0,0,0,1,0,0,0
食事も素晴らしく、手の込んだ一品一品が九谷焼の器に鮮やかに彩られて運ばれてきます。,1,0,1,0,0,0,0,0,0,0,0,0,0,0
本当に至れり尽くせり、お世話になりました。,1,0,1,0,1,0,1,0,0,0,1,0,1,0
更に食事と対応して頂いた方の心使いも一押しでした。,1,0,1,0,0,0,1,0,0,0,0,0,0,0
一つひとつにこだわりを持った食事はとても美味しく、品数も多く食べきれないほどでした。,1,0,1,0,0,0,0,0,0,0,0,0,0,0
施設内の所々にあるオブジェもお部屋の雰囲気も素敵です。,0,0,0,0,0,0,0,0,0,0,1,0,1,0
よく主人と旅行をしますが、上位順位が変わりました。,1,0,1,0,1,0,1,0,1,0,1,0,1,0
是非また利用させていただきたいと思います。,1,0,1,0,1,0,1,0,1,0,1,0,1,0
夕食は夜景が見える天の丸で、大満足。,0,0,1,0,0,0,0,0,0,0,1,0,0,0
お風呂、ベッド、アメニティは抜群でした。,0,0,0,0,1,0,0,0,0,0,1,0,0,0
食事のときぐらい、人を感じることができる天の丸に出かけるプランが私たちにはぴったりでした。,1,0,1,0,0,0,1,0,0,0,0,0,0,0
ワンコとゆっくり温泉街散歩も出来たしリフレッシュに十分なお宿です。,1,0,1,0,1,0,1,0,1,0,1,0,1,0
お食事だけがちょっと残念でしたね。,0,1,0,1,0,0,0,0,0,0,0,0,0,0
バイキングを否定はしませんが、もう少し旅行気分を味わえる物が食べられればと思いました。,0,1,0,1,0,0,0,0,0,0,0,0,0,0
食事以外は大変良かったと思えるホテルでした。,0,1,0,1,1,0,1,0,1,0,1,0,1,0
・総合的にみて、ビジネスホテルとしての満足度はかなり高く、お勧めしたいホテルです。,1,0,1,0,1,0,1,0,1,0,1,0,1,0
山形赤湯の大通り沿いという立地、そして2人想定の部屋に2つエクストラベッドを入れて4人で15万弱（リビングはベッドで埋め尽くされ、狭く感じました。）。,0,0,0,0,0,0,0,0,1,0,0,0,0,1
夕食は美味しかったですが時間帯が２つしか選べず、運ばれるペースも遅く、最後は皆眠くなってしまい、会話も少なく終わりました。,0,0,1,1,0,0,0,1,0,0,0,0,0,0
部屋の露天風呂や湯質は良かったですし、宿主親子の感じがとても良かったのですが、前述の内容や他の若いスタッフのアルバイト学生のような対応が残念だったこともあり、帳消しになってしまいました。,0,0,0,0,1,0,1,1,0,0,0,0,0,0
料理のクオリティー、仲居さんのおもてなし、温泉、地酒等々、全て満足でした。,1,0,1,0,1,0,1,0,1,0,1,0,1,0
全部満点なのですが、特に食事とサービス（接客）が素晴らしいと思ったので、この評価にしました。,1,0,1,0,1,0,1,0,1,0,1,0,1,0
器にこだわる料理長のお食事は、大変美味しく頂きました。,1,0,1,0,0,0,0,0,0,0,0,0,0,0
お部屋?の景色はありませんが、宴会場からの景色は最高で美味しいお鍋とお酒が特典でついていてました。,0,0,1,0,0,0,0,0,1,0,0,0,0,1
食事は豪華でお腹いっぱいになりました。,1,0,1,0,0,0,0,0,0,0,0,0,0,0
大変おいしく調理されて食事と、心のこもったサービスに感服いたしました。,1,0,1,0,0,0,1,0,0,0,0,0,0,0
妻が足を痛めていることを何気なく話したら、即座に夕食（和室部屋食）のテーブルを脚の長いものに変えて頂き、お陰様で椅子でゆっくりと食事を堪能することが出来ました。,0,0,1,0,0,0,1,0,0,0,1,0,0,0
コンビニが近くになく、ホテル内に自販機もないようでした。,0,0,0,0,0,0,0,0,0,1,0,1,0,0
古くて薄暗いホテルですが、シャワーが混合栓なのは良かったです。,0,0,0,0,1,0,0,0,0,0,0,1,0,0
布団は自分で敷くタイプでしたのでホテルの方と接することがあまりなかったですが、食事はお値段安く、満足のものでした。,1,0,1,0,0,0,0,0,0,0,0,0,0,0
お風呂が小さくて洗い場が少なく混雑して座る場所もなくドライヤーも待ちでつかえなかったのが１つ不満でしたが、混んでいたので仕方ないかなとも思います。,0,0,0,0,0,1,0,0,0,0,0,1,0,0
ホテルの部屋も食事も温泉も全て満足でした。,1,0,1,0,1,0,0,0,0,0,0,0,1,0
お部屋も綺麗でした。,0,0,0,0,0,0,1,0,0,0,0,0,1,0
朝食も早めにお願いしたのですが快く引き受けてくださりました。,1,0,0,0,0,0,1,0,0,0,0,0,0,0
4歳の娘は幼児食をお願いしたのですが、この値段でこんなに良いのかな？というほど（朝食はほぼ大人と一緒）出していただきました。,1,0,1,0,0,0,0,0,0,0,0,0,0,0
本当は食事中にオーナーさんに「美味しいです！」と言いに行きたかったくらい美味しかったのですが人見知りが邪魔をして言えずすみませんでした。,1,0,1,0,0,0,0,0,0,0,0,0,0,0
また岐阜旅行の機会があれば利用させていただきたいです。,1,0,1,0,1,0,1,0,1,0,1,0,1,0
いつも通り、満足できる料理でした。,1,0,1,0,0,0,0,0,0,0,0,0,0,0
部屋に虫の死骸が、隅に。,0,0,0,0,0,0,0,1,0,0,0,0,0,1
