text,breakfast_po,breakfast_ne,dinner_po,dinner_ne,bath_po,bath_ne,servis_po,service_ne,state_po,state_ne,facility_po,facility_ne,room_po,room_ne
両脇は読売新聞だった。,0,0,0,0,0,0,0,0,0,0,0,0,0,0
コスパは最高です。,0,0,0,0,0,0,0,0,0,0,0,0,0,0
少しリッチに露天風呂つき、旬懐石プランを利用しました。,0,0,0,0,0,0,0,0,0,0,0,0,0,0
次も利用したいと思います。,0,0,0,0,0,0,0,0,0,0,0,0,0,0
竹生島にも行くことが出来たし。,0,0,0,0,0,0,0,0,0,0,0,0,0,0
また来られたら来たいと思っています・,0,0,0,0,0,0,0,0,0,0,0,0,0,0
今回で３回目？の利用です。,0,0,0,0,0,0,0,0,0,0,0,0,0,0
今回は子供が誕生して初めての旅行にこちらを宿泊先に選ばせていただきました。,0,0,0,0,0,0,0,0,0,0,0,0,0,0
本当に素晴らしい時間をありがとうございました。,0,0,0,0,0,0,0,0,0,0,0,0,0,0
機会があれば、またぜひ利用したいです。,0,0,0,0,0,0,0,0,0,0,0,0,0,0
大変助かりました。,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ありがとうございました。,0,0,0,0,0,0,0,0,0,0,0,0,0,0
と期待しております。,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1こちらに来る時はいつも御利用させて頂いております。,0,0,0,0,0,0,0,0,0,0,0,0,0,0
また御利用させて頂きます。,0,0,0,0,0,0,0,0,0,0,0,0,0,0
何度か泊まっており大変素晴らしいホテルだと思っていますが、ひとつだけ耐えられないことがあります。,0,0,0,0,0,0,0,0,0,0,0,0,0,0
いままで考えないことにしていましたが、やはり重大な問題だと思いますので、ぜとも改善していただきたいと思います。,0,0,0,0,0,0,0,0,0,0,0,0,0,0
これは気にしない方もおられるでしょうが、大変苦痛に感じる場合もあることをご理解いただきたいです。,0,0,0,0,0,0,0,0,0,0,0,0,0,0
たとえば、女性が全裸でいる脱衣場に男性の従業員が入ってこられたら、警察沙汰になるのではないでしょうか。,0,0,0,0,0,0,0,0,0,0,0,0,0,0
飲んだ後、タクシーで帰るよりはるかに快適です。,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12月23日宿泊です。,0,0,0,0,0,0,0,0,0,0,0,0,0,0
値段から考えて、とても良いホテルだったと思います。,0,0,0,0,0,0,0,0,0,0,0,0,0,0
直前での予約、宿泊だった為、正直あまり期待していなかったのですが、平日の宿泊料金であれば、安いと言って良いと思います。,0,0,0,0,0,0,0,0,0,0,0,0,0,0
その男性がその後、ロビーで温泉に向かって歩く浴衣の女性客の後ろ姿を、じっと見ているのを見てしまい、なんだかなーと思いました。,0,0,0,0,0,0,0,0,0,0,0,0,0,0
去年利用させて頂き、とても満足でしたので、今年も利用させて頂きました！！,0,0,0,0,0,0,0,0,0,0,0,0,0,0
また是非利用させて頂きます！！,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ありがとうございました（*^ω^*）,0,0,0,0,0,0,0,0,0,0,0,0,0,0
年末に２拍しました。,0,0,0,0,0,0,0,0,0,0,0,0,0,0
口コミ見て決めました。,0,0,0,0,0,0,0,0,0,0,0,0,0,0
美味しいです。,0,0,0,0,0,0,0,0,0,0,0,0,0,0
これからも１ケ月に２回ほど利用させていただきます。,0,0,0,0,0,0,0,0,0,0,0,0,0,0
いつも出張の宿として候補に入れていますが、満室のことが多く今回久しぶりに宿泊できました。,0,0,0,0,0,0,0,0,0,0,0,0,0,0
また利用させていただきます。,0,0,0,0,0,0,0,0,0,0,0,0,0,0
大晦日と元日に三重県に連泊し伊勢神宮詣でをしてから?奈良と和歌山の観光後、徳島・高知・愛媛・香川と宿泊し、びわ湖大津プリンスホテルさんには、７泊目に宿泊しました。,0,0,0,0,0,0,0,0,0,0,0,0,0,0
昨年１１月末東京タワーサイドのプリンスパークタワー東京の時も素敵でしたが、今回も期待以上でした。,0,0,0,0,0,0,0,0,0,0,0,0,0,0
とても今年の４月に３０ｔｈを迎えるホテルとは思えない美しさでした。,0,0,0,0,0,0,0,0,0,0,0,0,0,0
この度はありがとうございました。,0,0,0,0,0,0,0,0,0,0,0,0,0,0
朝食付きのプランにしましたが、満席に近いぐらいの込み具合でしたが、お料理がきちんと補充されていました。,0,0,0,0,0,0,0,0,0,0,0,0,0,0
また是非とも宿泊させていただきたいです。,0,0,0,0,0,0,0,0,0,0,0,0,0,0
また次回も利用させて頂きたいと思います。,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6月27日に宿泊しました。,0,0,0,0,0,0,0,0,0,0,0,0,0,0
二回目の宿泊です。,0,0,0,0,0,0,0,0,0,0,0,0,0,0
過去、オフィシャルサイトからの予約で数年間毎月１回宿泊していたが、観光客の増加で予約がなかなかとれなくなり、また宿泊料金も高めになったので他のホテルに泊まっていた。,0,0,0,0,0,0,0,0,0,0,0,0,0,0
古さは全く感じず、オープンしたてのホテルかと思うほど。,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ハイシーズンは泊まることはなかなかできないが、それ以外で空きがあればぜひまた利用したい。,0,0,0,0,0,0,0,0,0,0,0,0,0,0
また是非利用させて頂きます。,0,0,0,0,0,0,0,0,0,0,0,0,0,0
今度はコテージAの方を利用させて頂こうかなと思っています。,0,0,0,0,0,0,0,0,0,0,0,0,0,0
今年6月に伺ってから2回目の宿泊でした。,0,0,0,0,0,0,0,0,0,0,0,0,0,0
贅沢を言えばきりがありませんが、急な『こころね坂』や階段は、かえって印象的な良い想い出になると思います。,0,0,0,0,0,0,0,0,0,0,0,0,0,0
こういう想いになった宿は初めてなので心の洗濯は『こころね』に行くと夫婦で決めました！,0,0,0,0,0,0,0,0,0,0,0,0,0,0
なってます。,0,0,0,0,0,0,0,0,0,0,0,0,0,0
えっ！！,0,0,0,0,0,0,0,0,0,0,0,0,0,0
レビュー記入約束プランを利用しました。,0,0,0,0,0,0,0,0,0,0,0,0,0,0
部屋に入って置き畳風に6畳くらいの畳があり、その上に直接シーツをセットされたベッドマットが置いてありました。,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ベッドの向かいに横長の鏡付きテーブル、TV。,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ユニットバスつき。,0,0,0,0,0,0,0,0,0,0,0,0,0,0
レビュー約束プランしか予算内での空室がなかったのですが逆にラッキーでした！！,0,0,0,0,0,0,0,0,0,0,0,0,0,0
新しいカップとポットを頼み持って来て貰いましたが、気分は最悪。,0,0,0,0,0,0,0,0,0,0,0,0,0,0
気持ち良い朝で出発出来ました。,0,0,0,0,0,0,0,0,0,0,0,0,0,0
鬼怒川は、実に４０年ぶりの宿泊でした。,0,0,0,0,0,0,0,0,0,0,0,0,0,0
このお値段で、ワールドスクエアのチケットも付いていて、かなりお得感がありました。,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ありがとうございます。,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7月30日に娘二人と泊まりました。,0,0,0,0,0,0,0,0,0,0,0,0,0,0
４月８日（月）に宿泊しました。,0,0,0,0,0,0,0,0,0,0,0,0,0,0
今回は、４階海側１０帖の和室にしました。,0,0,0,0,0,0,0,0,0,0,0,0,0,0
養殖筏がたくさん見えました。,0,0,0,0,0,0,0,0,0,0,0,0,0,0
なんの養殖でしょうか。,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ホタテかな、それともワカメかな。,0,0,0,0,0,0,0,0,0,0,0,0,0,0
大船渡温泉のオーナーは現役の漁師さんです。,0,0,0,0,0,0,0,0,0,0,0,0,0,0
夕食は、朝採りワカメのしゃぶしゃぶでした。,0,0,0,0,0,0,0,0,0,0,0,0,0,0
朝食は、バイキング。,0,0,0,0,0,0,0,0,0,0,0,0,0,0
自分で作る海鮮丼。,0,0,0,0,0,0,0,0,0,0,0,0,0,0
マグロ・イカの他にも納豆やメカブも載せました。,0,0,0,0,0,0,0,0,0,0,0,0,0,0
大船渡はサンマの産地です。,0,0,0,0,0,0,0,0,0,0,0,0,0,0
焼いたサンマもいただきました。,0,0,0,0,0,0,0,0,0,0,0,0,0,0
生野菜もたくさんいただきました。,0,0,0,0,0,0,0,0,0,0,0,0,0,0
デザートはプリンと杏仁豆腐。,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ホットコーヒーを飲んでお腹がいっぱいになりました。,0,0,0,0,0,0,0,0,0,0,0,0,0,0
朝は５時前に起きて大浴場へ。,0,0,0,0,0,0,0,0,0,0,0,0,0,0
５時８分日の出と表示されていました。,0,0,0,0,0,0,0,0,0,0,0,0,0,0
冬は大船渡湾の大堤防から太陽が顔を出しましたが、今回は左の山の上からでした。,0,0,0,0,0,0,0,0,0,0,0,0,0,0
大船渡温泉が開館して以来、私たちは常宿にしていて、毎年４回は宿泊しています。,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ありがとうございました。,0,0,0,0,0,0,0,0,0,0,0,0,0,0
今後にも期待できそう。,0,0,0,0,0,0,0,0,0,0,0,0,0,0
夕食もいただきたかったです。,0,0,0,0,0,0,0,0,0,0,0,0,0,0
色々楽しめラッキーでした。,0,0,0,0,0,0,0,0,0,0,0,0,0,0
先月は、同系列の、室戸にあるウトコへ３泊出張でしたが、室戸岬＆足摺岬、大満足のステイでした！！！,0,0,0,0,0,0,0,0,0,0,0,0,0,0
高校3年の息子の就職祝いに家族3人で2018年12月23日から2泊の予約。,0,0,0,0,0,0,0,0,0,0,0,0,0,0
当日16時頃チェックイン。,0,0,0,0,0,0,0,0,0,0,0,0,0,0
赤ちゃんを連れて初めての旅行で予約させてもらいました。,0,0,0,0,0,0,0,0,0,0,0,0,0,0
お世話になりありがとうございました。,0,0,0,0,0,0,0,0,0,0,0,0,0,0
今回訳あって初めてカプセルホテルを利用しました。,0,0,0,0,0,0,0,0,0,0,0,0,0,0
良い点がたくさんあるので惜しい感じです。,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/3露天風呂付のお部屋に泊まりました。,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ほんとうに掛け流しのお湯が出っ放しです。,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ほんのり硫黄の香りかな、そして湯の花もあります。,0,0,0,0,0,0,0,0,0,0,0,0,0,0
夕食は一階で洋食コース。,0,0,0,0,0,0,0,0,0,0,0,0,0,0
盛岡に来たら必ずホテルロイヤル盛岡に泊ります。,0,0,0,0,0,0,0,0,0,0,0,0,0,0
あとホテルと関係ないですが、盛岡駅ははやぶさとこまちの新幹線の連結と切り離しが見られる唯一の駅なので、個人的に大好きな駅です。,0,0,0,0,0,0,0,0,0,0,0,0,0,0
そのほかは全く問題はなし。,0,0,0,0,0,0,0,0,0,0,0,0,0,0
彼女との一年記念で行きました。,0,0,0,0,0,0,0,0,0,0,0,0,0,0
彼女もすごく喜んでくれました。,0,0,0,0,0,0,0,0,0,0,0,0,0,0
疑問なのが二人なのにベッドが三つあったのは謎でしたがよかったので問題ないです。,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ステキな時間をありがとうございました！,0,0,0,0,0,0,0,0,0,0,0,0,0,0
両親の古希と喜寿とのお祝いと思い出作りを兼ねて、ずっと気になっていた白骨温泉の泡の湯さんに7/25にお邪魔しました。,0,0,0,0,0,0,0,0,0,0,0,0,0,0
道中、山肌から湧き出る竜神の滝にみとれながら山道をくねくねと車を走らせ宿に到着。,0,0,0,0,0,0,0,0,0,0,0,0,0,0
硫黄の強い香り。,0,0,0,0,0,0,0,0,0,0,0,0,0,0
家族全員が来てよかったと大満足な帰り道でした。,0,0,0,0,0,0,0,0,0,0,0,0,0,0
是非また違う季節にお邪魔させていただきます。,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ありがとうございました。,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GW初日の4/27に宿泊。,0,0,0,0,0,0,0,0,0,0,0,0,0,0
又利用したいと思います。,0,0,0,0,0,0,0,0,0,0,0,0,0,0
また家族でお伺いしたいと思います！,0,0,0,0,0,0,0,0,0,0,0,0,0,0
父と母の結婚記念日にプレゼントとして利用させて頂きました。,0,0,0,0,0,0,0,0,0,0,0,0,0,0
リピート決定と言ってくるくらい満足しております。,0,0,0,0,0,0,0,0,0,0,0,0,0,0
どうもありがとうございます！,0,0,0,0,0,0,0,0,0,0,0,0,0,0
先月伺ってとても良かったので再訪です。,0,0,0,0,0,0,0,0,0,0,0,0,0,0
誰かにご褒美をいただいたような気分でした。,0,0,0,0,0,0,0,0,0,0,0,0,0,0
散策の前にお参りした温泉神社の御利益かも。,0,0,0,0,0,0,0,0,0,0,0,0,0,0
露天風呂の大山桜が咲く５月にまた伺いたいです。,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3月9日に泊まりました。,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7月18日から2泊で両親と子供の合わせて5人で宿泊しました。,0,0,0,0,0,0,0,0,0,0,0,0,0,0
両親孝行の旅になりましたお世話になりましたありがとうございます,0,0,0,0,0,0,0,0,0,0,0,0,0,0
毎年、夏休み前にお世話になっております。,0,0,0,0,0,0,0,0,0,0,0,0,0,0
次は夏休みが楽しみです。,0,0,0,0,0,0,0,0,0,0,0,0,0,0
今回４回目の利用です。,0,0,0,0,0,0,0,0,0,0,0,0,0,0
夏以外は初めてです。,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3/30の宿泊でしたが雪が積もってしまい、スタッドレスを履いていない車での帰りは大変緊張しましたが、高山市内を避け長野県へ逃げるルートへ変更したところ長野県は全く雪が降っておらず大正解でした。,0,0,0,0,0,0,0,0,0,0,0,0,0,0
４回利用している理由は、食事が何を食べても美味しい、スタッフの方の対応も抜群、設備・アメニティも揃っているところです。,0,0,0,0,0,0,0,0,0,0,0,0,0,0
しかし今回残念な点を見つけてしまいましたので旅館の方への改善をお願いしたく投稿させていただきます。,0,0,0,0,0,0,0,0,0,0,0,0,0,0
部屋に加湿空気清浄機が備え付けてあります。,0,0,0,0,0,0,0,0,0,0,0,0,0,0
タンクには水が入っておらず使いたければ自分で水を入れます。,0,0,0,0,0,0,0,0,0,0,0,0,0,0
値段的には十分満足です。,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TVで佐原を特集していたらしく、友人が行ってみたいというので、お盆期間にお世話になりました。,0,0,0,0,0,0,0,0,0,0,0,0,0,0
お店の閉店時間がとても早い（17時にはほぼ閉まる）です。,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ありがとうございました。,0,0,0,0,0,0,0,0,0,0,0,0,0,0
また松江に行く際には利用したいと思います。,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25日に宿泊しました。,0,0,0,0,0,0,0,0,0,0,0,0,0,0
又、２月に利用させていただきます。,0,0,0,0,0,0,0,0,0,0,0,0,0,0
すすきのの東端、創成川エリアにあり静かです。,0,0,0,0,0,0,0,0,0,0,0,0,0,0
夕日をゆっくり鑑賞したくて選びましたが、あいにくの天気で残念でした。,0,0,0,0,0,0,0,0,0,0,0,0,0,0
次回はもっとホテルでの時間をゆっくり取りたいと思える素敵なプランと部屋でした。,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ありがとうございました。,0,0,0,0,0,0,0,0,0,0,0,0,0,0
北海道復興割が使えるとあって一回行ってみたかったので宿泊しました。,0,0,0,0,0,0,0,0,0,0,0,0,0,0
館内設備、部屋、大浴場、普通。,0,0,0,0,0,0,0,0,0,0,0,0,0,0
夕食朝食共に、昔ながらの大型温泉施設のバイキング。といった感じで大きな不満はありませんが、特に印象にも残る事もありませんでした。,0,0,0,0,0,0,0,0,0,0,0,0,0,0
連休明けに連泊しました。,0,0,0,0,0,0,0,0,0,0,0,0,0,0
お世話になりました。,0,0,0,0,0,0,0,0,0,0,0,0,0,0
阿蘇ホテル今回は義父母と妻と息子で行きました。,0,0,0,0,0,0,0,0,0,0,0,0,0,0
父母がとても喜んでいました。,0,0,0,0,0,0,0,0,0,0,0,0,0,0
帰りに阿蘇周辺を観光したのですが、天気が良かったこともあり色々と回れました。,0,0,0,0,0,0,0,0,0,0,0,0,0,0
楽しい時間を過ごせたので次回も是非利用したいと思っています。,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9月29日?2泊の滞在をしました。,0,0,0,0,0,0,0,0,0,0,0,0,0,0
滞在した部屋は非リニューアルの西館でした。,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ただ前回の滞在の際に「使い捨て室内スリッパにして欲しい」とアンケートに書いていた事が反映されていて嬉しかったです。,0,0,0,0,0,0,0,0,0,0,0,0,0,0
「一木一草」の元気なスタッフの皆様、シェフの皆様、おかげさまで台風の恐怖が和らぎました。☆,0,0,0,0,0,0,0,0,0,0,0,0,0,0
有難うございました。,0,0,0,0,0,0,0,0,0,0,0,0,0,0
お世話になりました。,0,0,0,0,0,0,0,0,0,0,0,0,0,0
もう利用したくない。,0,0,0,0,0,0,0,0,0,0,0,0,0,0
それから、電子レンジがあるのでビックリでした。,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3?4泊するなら便利かも知れません。,0,0,0,0,0,0,0,0,0,0,0,0,0,0
マラソン大会の前泊で利用しました。,0,0,0,0,0,0,0,0,0,0,0,0,0,0
越後湯沢駅より徒歩５分ほどの場所です。,0,0,0,0,0,0,0,0,0,0,0,0,0,0
朝食は大会参加者が多い為、朝６時?準備して頂けました。,0,0,0,0,0,0,0,0,0,0,0,0,0,0
次回もぜひ利用したいと思います。,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018年09月07日?２泊で利用しました。,0,0,0,0,0,0,0,0,0,0,0,0,0,0
そこは前の宿泊の時に感じた通りで良いホテルです。,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ただ、朝食時、途中から中国？,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ブュッフェ形式の食事を取りに行くも、割り込みが多発。,0,0,0,0,0,0,0,0,0,0,0,0,0,0
たぶん他所のホテルでも、同じような思いをしたことがあるので中国・韓国の特異なモノなのだと思います。,0,0,0,0,0,0,0,0,0,0,0,0,0,0
西洋系の外国人は、お互いに聞こえる程度の声の大きさで話すし、食器や食事の扱いが「食べられる量」なので気にならないのですが...。,0,0,0,0,0,0,0,0,0,0,0,0,0,0
でも、ホテルは好きなので、また、泊まりに行きたいと思います。,0,0,0,0,0,0,0,0,0,0,0,0,0,0
また利用したいです！,0,0,0,0,0,0,0,0,0,0,0,0,0,0
リピーターです。,0,0,0,0,0,0,0,0,0,0,0,0,0,0
困ったことではないのですが、謎が一つありました。,0,0,0,0,0,0,0,0,0,0,0,0,0,0
なぜか、ハンガーが１０本もあるのです？？？,0,0,0,0,0,0,0,0,0,0,0,0,0,0
不思議でした。,0,0,0,0,0,0,0,0,0,0,0,0,0,0
極寒の諏訪湖をイメージしていたが当日は暖かく快適に過ごせました。,0,0,0,0,0,0,0,0,0,0,0,0,0,0
帰りがけには。,0,0,0,0,0,0,0,0,0,0,0,0,0,0
有難う御座いました。,0,0,0,0,0,0,0,0,0,0,0,0,0,0
出張で使わせていただきました。,0,0,0,0,0,0,0,0,0,0,0,0,0,0
階段も頑張って昇れる（笑）それと朝食。,0,0,0,0,0,0,0,0,0,0,0,0,0,0
前の日にススキノで食事するも朝食を食べたくて調節してよかったです。,0,0,0,0,0,0,0,0,0,0,0,0,0,0
また、伺います。,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DEAL40％バックにて利用させて頂きました。,0,0,0,0,0,0,0,0,0,0,0,0,0,0
また利用したいです。,0,0,0,0,0,0,0,0,0,0,0,0,0,0
家族でお世話になりました。,0,0,0,0,0,0,0,0,0,0,0,0,0,0
また来たいと思わせてくれるホテルでした！,0,0,0,0,0,0,0,0,0,0,0,0,0,0
またよろしくお願いします。,0,0,0,0,0,0,0,0,0,0,0,0,0,0
また利用したいと思います。,0,0,0,0,0,0,0,0,0,0,0,0,0,0
二泊しました。,0,0,0,0,0,0,0,0,0,0,0,0,0,0
是非もう一度宿泊したいです。,0,0,0,0,0,0,0,0,0,0,0,0,0,0
また泊まりたいと思います。,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5/3母と一泊しました。,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ありがとうございました！,0,0,0,0,0,0,0,0,0,0,0,0,0,0
また必ず泊まりにきます。,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ありがとうございました！,0,0,0,0,0,0,0,0,0,0,0,0,0,0
出張で利用しました。,0,0,0,0,0,0,0,0,0,0,0,0,0,0
その他は普通。,0,0,0,0,0,0,0,0,0,0,0,0,0,0
二回目の利用。,0,0,0,0,0,0,0,0,0,0,0,0,0,0
前回は相当に高評価をつけたが、今回は敢えて厳しくする。,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ドーミー稚内は昨年4・5回利用させていただきました。,0,0,0,0,0,0,0,0,0,0,0,0,0,0
先般、初めて「夜のおそば」を頂きました。,0,0,0,0,0,0,0,0,0,0,0,0,0,0
「ありがとうございました」,0,0,0,0,0,0,0,0,0,0,0,0,0,0
残念なが宿泊した日は快晴ではなく見ることができませんでした。,0,0,0,0,0,0,0,0,0,0,0,0,0,0
次回は夏休みにでもと思っています。,0,0,0,0,0,0,0,0,0,0,0,0,0,0
出張先の宿泊でアパは私のファーストチョイスですが、仙台駅至近距離にアパが新たにオープンし、期待して宿泊しました。,0,0,0,0,0,0,0,0,0,0,0,0,0,0
朝食を楽しみに予約しました。,0,0,0,0,0,0,0,0,0,0,0,0,0,0
夕食をつけてなかったので１階にあるレストランが満席と書いてあったのですが、ダメ元で聞いてみるとテラス席がとれ助かりました。,0,0,0,0,0,0,0,0,0,0,0,0,0,0
今回もありがとうございました。,0,0,0,0,0,0,0,0,0,0,0,0,0,0
神戸滞在時は自己手配の場合はこちらに泊まります。,0,0,0,0,0,0,0,0,0,0,0,0,0,0
改装されて2回目の宿泊です。,0,0,0,0,0,0,0,0,0,0,0,0,0,0
急用でひとり宿泊することになり夕食無しのビジネスパックシングルルームを選択。,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ありがとうございました。,0,0,0,0,0,0,0,0,0,0,0,0,0,0
母も一緒の久しぶりの家族旅行でしたが、とても楽しかったです。,0,0,0,0,0,0,0,0,0,0,0,0,0,0
人に会うついでに観光しようと予約しました。,0,0,0,0,0,0,0,0,0,0,0,0,0,0
お安いプランだったので仕方ないのかもしれません。,0,0,0,0,0,0,0,0,0,0,0,0,0,0
昔懐かしいホテルでした。,0,0,0,0,0,0,0,0,0,0,0,0,0,0
朱鷺メッセでの仕事の際に利用しています。,0,0,0,0,0,0,0,0,0,0,0,0,0,0
また泊まりたいと思います。,0,0,0,0,0,0,0,0,0,0,0,0,0,0
今も父は通院しております。,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7月17日に一泊しました。,0,0,0,0,0,0,0,0,0,0,0,0,0,0
剣山、奥祖谷巡りの最終日に立ち寄りました。,0,0,0,0,0,0,0,0,0,0,0,0,0,0
嫁の感激ぶりがすごかったです。,0,0,0,0,0,0,0,0,0,0,0,0,0,0
また徳島を訪れる時は、必ず戻ってきたいと思います。,0,0,0,0,0,0,0,0,0,0,0,0,0,0
帰りの道中5時間疲れはてて無言でぐったりでした。,0,0,0,0,0,0,0,0,0,0,0,0,0,0
３万の宿泊費がすごく高く感じてもったいなく感じて残念です。,0,0,0,0,0,0,0,0,0,0,0,0,0,0
今回はキャンペーン価格で宿泊できましたが、今後はそうはいかないのでしょうね。,0,0,0,0,0,0,0,0,0,0,0,0,0,0
奈良は好きで毎年訪問しているのですが、出来たらグランヴィリオホテル奈良和蔵?ルートインホテルズ?を利用したいと思います。,0,0,0,0,0,0,0,0,0,0,0,0,0,0
今後もキャンペーンよろしくお願い申し上げます。,0,0,0,0,0,0,0,0,0,0,0,0,0,0
小学生の子供が味噌ラーメンを気に入り2杯も食べました。,0,0,0,0,0,0,0,0,0,0,0,0,0,0
おススメだそうです。,0,0,0,0,0,0,0,0,0,0,0,0,0,0
また、宿泊したいと思います。,0,0,0,0,0,0,0,0,0,0,0,0,0,0
次回も利用したいです。,0,0,0,0,0,0,0,0,0,0,0,0,0,0
家族みんなとっても喜んでました。,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ワンちゃんも大喜びでした。,0,0,0,0,0,0,0,0,0,0,0,0,0,0
また家族で利用したいです。,0,0,0,0,0,0,0,0,0,0,0,0,0,0
２回目の利用です。,0,0,0,0,0,0,0,0,0,0,0,0,0,0
今回もゆったり過ごせました。,0,0,0,0,0,0,0,0,0,0,0,0,0,0
当日予約で気軽に行けこれからも利用していきたいと思います。,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1月2日宿泊しました。,0,0,0,0,0,0,0,0,0,0,0,0,0,0
次回はぜひ食べてみたいです。,0,0,0,0,0,0,0,0,0,0,0,0,0,0
また、宿泊したいと思います。,0,0,0,0,0,0,0,0,0,0,0,0,0,0
観光で利用しました。,0,0,0,0,0,0,0,0,0,0,0,0,0,0
素晴らしいホテルです。,0,0,0,0,0,0,0,0,0,0,0,0,0,0
淡路島に宿泊するのなら、足を延ばしてこのホテルをお勧めします。,0,0,0,0,0,0,0,0,0,0,0,0,0,0
全室ジャグジー付きです。,0,0,0,0,0,0,0,0,0,0,0,0,0,0
冬は寒くて入れないと考えていましたが、全然大丈夫でした。,0,0,0,0,0,0,0,0,0,0,0,0,0,0
１０月末に２才の子供と宿泊しました。,0,0,0,0,0,0,0,0,0,0,0,0,0,0
また、機会があれば利用したいと思いました。,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2月1日から7泊利用しました。,0,0,0,0,0,0,0,0,0,0,0,0,0,0
これまでも何度か利用したいと思っていたホテルだったのですが、予定が変更になったり、予算的に厳しかったりで利用できていませんでしたが、今回ようやく利用できました。,0,0,0,0,0,0,0,0,0,0,0,0,0,0
毎日少しずつ食べるものを変えて、たぶんほとんどのメニューを食べられたと思います。,0,0,0,0,0,0,0,0,0,0,0,0,0,0
なかなか人気のホテルで予約がとれない事もあったりしますが、また利用したいと思います。,0,0,0,0,0,0,0,0,0,0,0,0,0,0
お盆休みに兄妹いとことの4家族で利用させていただきました。,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11/22に宿泊しました。,0,0,0,0,0,0,0,0,0,0,0,0,0,0
とても良いホテルだと思いました。,0,0,0,0,0,0,0,0,0,0,0,0,0,0
３日連泊して、一日だけ朝食をいただきました。,0,0,0,0,0,0,0,0,0,0,0,0,0,0
高崎に行く際にはぜひまた利用させてください。,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2月10日、家族で宿泊しました。,0,0,0,0,0,0,0,0,0,0,0,0,0,0
次回は、晴れた日に泊まりたいです。,0,0,0,0,0,0,0,0,0,0,0,0,0,0
自分の反省ですが、２名は台湾からの知人だった為、畳に座ったままの懐石料理は、姿勢を保つのが辛かった様子で、テーブル席をお願いすべきだったと後から気が付きました。,0,0,0,0,0,0,0,0,0,0,0,0,0,0
これは4名共通に感じたことです。,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1０月９日に宿泊しました。,0,0,0,0,0,0,0,0,0,0,0,0,0,0
部屋はさくら苑の和室でした。,0,0,0,0,0,0,0,0,0,0,0,0,0,0
チェックイン後アメニティを取り浴衣を選んで部屋へ。,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ありがとうございました。,0,0,0,0,0,0,0,0,0,0,0,0,0,0
２月１２日・１３日に宿泊しました。,0,0,0,0,0,0,0,0,0,0,0,0,0,0
本当にありがとうございました。,0,0,0,0,0,0,0,0,0,0,0,0,0,0
機会があったらまた利用したいと考えています。,0,0,0,0,0,0,0,0,0,0,0,0,0,0
快適でした！！,0,0,0,0,0,0,0,0,0,0,0,0,0,0
また是非利用したいと思います。,0,0,0,0,0,0,0,0,0,0,0,0,0,0
一人での出張でしたがどうしても泊まりたいホテルについに泊まることができました。,0,0,0,0,0,0,0,0,0,0,0,0,0,0
