text,breakfast_po,breakfast_ne,dinner_po,dinner_ne,bath_po,bath_ne,service_po,service_ne,state_po,state_ne,facility_po,facility_ne,room_po,room_ne
個人的には美味でしたが、品数も少なく、在庫補充もろくにされないため後から来たお客さんが困っておられました。,1,1,0,0,0,0,0,1,0,0,0,0,0,0
お味は、どれも美味しくいただきましたが焼き、蒸し、姿盛りに炊込みご飯という感じだったので正直途中から味に飽きてしまいました。,1,1,1,1,0,0,0,0,0,0,0,0,0,0
風呂がシャワールームだけなのが人によっては評価が分かれるかも知れませんね。,0,0,0,0,1,1,0,0,0,0,0,0,0,0
朝食は確かに品数は少し少ないですが、例えば鮭の塩焼きも香草焼きになっているなど一品一品の味がしっかりしているので十分満足できました。,1,1,0,0,0,0,0,0,0,0,0,0,0,0
食事の方ですが品数としては我々のような年配者にはちょうど良いかと思いますが、若い人には少し物足りないかと思います。,1,1,1,1,0,0,0,0,0,0,0,0,0,0
朝食は一般的で可もなく不可もなしです。,1,1,0,0,0,0,0,0,0,0,0,0,0,0
【部屋】経年による痛みはあるも、くつろぐには何の問題もありません。,0,0,0,0,0,0,0,0,0,0,1,1,0,0
食事は少々物足りなさがあったが、質はよかった。,1,1,1,1,0,0,0,0,0,0,0,0,0,0
また、お忙しい中だとは思いましたが出迎えと見送りの対応が寂しく感じられました。とはいえトータルで外に出ずに、こもり甲斐のある宿でした。,1,0,1,0,1,0,1,1,1,0,1,0,1,0
風呂については貸切で入れたのは良かったのですが、これも事前に了解済みですが、やはり温泉があるかないかの差はあると思いますので３にしました。,0,0,0,0,1,1,0,0,0,0,0,0,0,0
ホテルの立地は首里城に近くて良いですが、出るために物凄く険しい坂道なので、簡単には登れないです。,0,0,0,0,0,0,0,0,1,1,0,0,0,0
廊下や部屋はリニューアルしたらしく、清潔寒がありますが、洗面器や便座やバスタブなどは古い物のままでした。,0,0,0,0,0,1,1,0,0,0,1,1,1,1
とても広い部屋で客室露天も最高だったのですが、部屋にカメムシがいて困りました（ToT）フロントの方に1度は取ってもらいましたが、その後もまたいて...,0,0,0,0,1,0,0,0,0,0,0,0,1,1
テレビの大きさ・エレベーター・水回りなど、随所に古い印象があったことは否めませんが、きちんと清掃が行き届いていていたり、壊れているものもないので問題は無いかと思います。,0,0,0,0,0,0,1,0,0,0,1,1,0,0
施設は子ども向きではないかもしれませんが、キレイに清掃されていて不便さも感じませんでした。,0,0,0,0,0,0,1,0,0,0,1,1,0,0
前オーナーの建物を取壊しての新築オープンのため、まだ新しい感も強く、ほぼバリアフリーな宿泊施設です（そのため、ナビにも出にくいです、看板等もハッキリしていないめ、明るい内のチェックインをお薦め致します）。（部屋にもよるかもしれませんが）,0,0,0,0,0,0,0,0,0,0,1,1,0,0
冷蔵庫はありますが、テーブルやデスクがないのが少し不便。,0,0,0,0,0,0,0,0,0,0,1,1,0,0
ひとつ残念なのは露天風呂が少々期待はずれかな・・でも湯質＆湯量は良かったので内風呂はＧｏｏｄです。,0,0,0,0,1,1,0,0,0,0,0,0,0,0
温泉街のメインからは外れていますが、その分コンビニに近く歩いていけるのがいい。,0,0,0,0,0,0,0,0,1,1,0,0,0,0
ほとんどの面で良いですが、一つだけ是非改善してもらい点があります。,1,0,1,0,1,0,1,0,1,0,1,1,1,0
駅からは歩きますが、繁華街の中にあり、観光しやすいです。,0,0,0,0,0,0,0,0,1,1,0,0,0,0
新しくできたばかりのホテルでマニュアルに乗っ取り仕事を進めているのか、丁寧なのはいいがチェックインに時間がかかりすぎ。,0,0,0,0,0,0,1,1,0,0,0,0,0,0
結果、立地は遠いのでバスで30分くらいかかったが、バスに乗ることがあまりない子供たちは遠足のようにわくわくしていた。,0,0,0,0,0,0,0,0,1,1,0,0,0,0
駐車場が旅館の向かいにありますのでそこだけ面倒くさいですが、出し入れはIN/OUT時ぐらいなので問題ないですね。,0,0,0,0,0,0,0,0,0,0,1,1,0,0
客室以外においては設備もサービスも良かったので非常に残念です。,0,0,0,0,0,0,1,1,0,0,1,0,0,1
どれも美味しかったけど料理をのせるお盆がなくなったので何度も席を立って取りに行くのがちょっぴり大変。,1,1,1,1,0,0,0,0,0,0,0,1,0,0
そのほかは、とても楽しくゆっくり過ごせたのでよかったです！,1,0,1,0,1,0,1,1,1,0,1,0,1,0
せっかくの豪華な宿なのにもったいないです！,0,0,0,0,0,0,0,1,0,0,1,1,0,0
色んなアメニティやらお部屋も快適で…ただ泊まる人数的には少しこのお部屋じゃ狭かったな…もう少し早くこちらのホテルを見つけてればなーと思いました。,0,0,0,0,0,0,0,0,0,0,1,0,1,1
部屋は良いが暗い、明るくすればチカチカする。,0,0,0,0,0,0,0,0,0,0,0,0,1,1
エアコンの匂いなのか、気になって寝付けなかったのですが、それ以外は満足です。,1,0,1,0,1,0,1,0,1,0,1,1,1,0
朝食にローストビーフがあって、お得でしたが、おかずの種類がもう少しあれば最高です。,1,1,0,0,0,0,0,0,0,0,0,0,0,0
外観は年代が感じられましたが、内観は広いロビーからの景色も良く種類の多い温泉も良かったです。,0,0,0,0,1,0,0,0,0,0,1,1,0,0
部屋は古い感じでしたが、畳は新しく布団も清潔さを感じました。,0,0,0,0,0,0,1,0,0,0,1,0,1,1
建物の築年数が経っているので古さは感じるが、館内はきれいに保たれているので快適に過ごせる。,0,0,0,0,0,0,1,0,0,0,1,1,1,1
決して豪華な食材ではないものの、長野らしい、おやきや、きのこ関係が多く、ホテル自慢？の厚切りベーコン焼きやきのこカレーなどもよかった。,1,1,1,1,0,0,0,0,0,0,0,0,0,0
最初に到着してホテルの外観を見た時、「古そう。中は大丈夫かな？」と思いましたが、中は綺麗で、ハロウィンの飾りも鮮やかでした。,0,0,0,0,0,0,0,0,0,0,1,1,0,0
お風呂の上り下りはエレベーターがあってもやはり面倒でした…露天風呂はテレビもあり、夕陽もみれて最高でした！,0,0,0,0,1,1,0,0,0,0,0,1,0,0
1人ずつ丁寧な接客をされているのは理解できますがもう少し改善されないかな、と思います。,0,0,0,0,0,0,1,1,0,0,0,0,0,0
ご飯全体的に良かったですが、お肉もう少し柔いのか脂が乗っているのだと嬉しいです！,1,1,1,1,0,0,0,0,0,0,0,0,0,0
立地は海辺ですが、温泉周辺には特にお店は無く静かな所です。,0,0,0,0,0,0,0,0,1,1,0,0,0,0
駐車場も使いやすかったですが、もしかしたらお隣のコインパーキングの方が安かったかも？,0,0,0,0,0,0,0,0,0,0,1,1,0,0
今回も「美酒鍋」や「広島菜」などとてもおいしかったのですが、数か月前の前回、前々回利用時と比べると、メインを欠いていたような印象を受けました。,1,1,1,1,0,0,0,0,0,0,0,0,0,0
絶対リクエストしたいコレ、みたいなメニューがいつもあるのですが・・・。とはいっても、とても高いレベルでの注文で、他のホテルとは比較にならないメニューと味です。,1,1,1,1,0,0,0,0,0,0,0,0,0,0
場所も良くアメニティも質が良かったと思いますが、空気洗浄機やコーヒーがなかったのが個人的には残念（好みの問題ですが）。,0,0,0,0,0,0,0,0,1,0,1,1,0,0
そのため連泊なのにタオル等の交換もなかったのですが、朝食をもう1日分追加サービスして頂けました。,1,0,0,0,0,0,1,1,0,0,0,1,0,0
ただし、お風呂はいいお湯だけどちょっと狭め。,0,0,0,0,1,1,0,0,0,0,0,0,0,0
サービスが良くて満足度は高いのですが、何か足りない、落ち着かないと感じました。,0,0,0,0,0,0,1,1,0,0,0,0,0,0
全体に素晴らしいサービスだったからなのか、こんなちょっとしたところが気になってしまいました。,0,0,0,0,0,0,1,1,0,0,0,0,0,0
チェックインの対応はやや硬さかありましたが、まずまず。,0,0,0,0,0,0,1,1,0,0,0,0,0,0
名古屋駅からは徒歩10分ほどですが、用事のあった施設に近接し、かつ近傍のホテルよりも安価で便利でした。,0,0,0,0,0,0,0,0,1,1,0,0,0,0
駅からは歩いて10分程度ですが、路線バスが通っていますし、繁華街やコンビニも近くにあって便利でした。,0,0,0,0,0,0,0,0,1,1,0,0,0,0
料理は、私たちの食べるペースが早いのか、次のメニューが来るまで時間がかかっていたように感じましたが、どれも美味しかったです。,1,1,1,1,0,0,0,1,0,0,0,0,0,0
清潔感はあるものの、受付からコテージまでの流れが悪かった。,0,0,0,0,0,0,1,1,0,0,0,0,0,0
部屋はさすがに狭いですが綺麗で小さなソファとテーブルが備わっています。,0,0,0,0,0,0,1,0,0,0,1,0,1,1
市内で露天風呂があるホテルはドーミーとキャビンくらいで少ないので嬉しいですが、露天風呂は温泉ではないのが非常に残念でした。,0,0,0,0,1,1,0,0,0,0,0,0,0,0
温泉景色お湯最高なのに露天風呂ぬるい。,0,0,0,0,1,1,0,0,0,0,0,0,0,0
日光ならではの湯葉も小皿に1種類しかなくて、あと意外とおさしみがおいしかったです。,0,0,1,1,0,0,0,0,0,0,0,0,0,0
朝夕ともに種類が多いので、良し悪しを感じることができて面白いかも。,1,1,1,1,0,0,0,0,0,0,0,0,0,0
温泉の方はポンプで準備されていたので問題無かったですが、次回は自分で準備しないといけませんね。,0,0,0,0,0,0,0,0,0,0,1,1,0,0
BTR大船渡駅から歩いて20分弱の高台にあり、玄関を入ってロビー奥の正面にある大きなガラス張り窓から望む大船渡湾は圧巻でした。,0,0,0,0,0,0,0,0,1,1,0,0,0,0
また老舗というだけに部屋や風呂の古さは感じますが、赤ちゃんに優しい工夫がされていたり、清掃もきちんとされていて古さをカバーしているように感じました。,0,0,0,0,1,1,1,0,0,0,0,0,1,1
それ以外はとても満足でした。,1,0,1,0,1,0,1,1,1,0,1,1,1,0
唯一難しかったのが洗濯機の使い方、、乾燥機能もついた外国製のもので説明書はあったものの慣れなかったので難しかったですただ洗濯機があるだけでありがたいですし、物干しも大きくて助かりました！,0,0,0,0,0,0,0,0,0,0,1,1,0,0
確かに建物は古さを感じますが、清潔感はありますので気にはなりません。,0,0,0,0,0,0,1,0,0,0,1,1,0,0
空港から距離はありましたが、離れているからこその非日常感が味わえてよかったです。,0,0,0,0,0,0,0,0,1,1,0,0,0,0
ビュッフェは、網焼きなどが珍しくて楽しめましたがそのせいか、猛暑の上フロアーがかなり暑くてゆっくりと過ごす気分にはなれませんでした。,1,1,1,1,0,0,0,0,0,0,0,1,0,0
ですが、室内にテーブルがあるのは助かりますが、子供がお菓子をテーブルに直に置こうとした為、念のために持参のウエットティッシュで拭いたところティッシュが真っ黒になり汚すぎてびっくりしました。,0,0,0,0,0,0,0,1,0,0,1,1,0,0
近くに空港までのバスもあるので、便利ですが、時間が少々限られています。,0,0,0,0,0,0,0,0,1,1,0,0,0,0
部屋は狭いのが気になりましたが正面に富士山が見ることができてとても良かったです。,0,0,0,0,0,0,0,0,0,0,0,0,1,1
チェックイン時に鍵の操作方法をレクチャーして下さるとさらに良かったです。,0,0,0,0,0,0,1,1,0,0,0,0,0,0
部屋は広くはないですが清潔で空調も加湿器もしっかりしていてゆっくりできました。,0,0,0,0,0,0,1,0,0,0,1,0,1,1
鮑も美味しかったですが、その他は二家族の意見でアラカルトで注文した方が良かったかな？（申し訳無いです）,0,0,1,1,0,0,0,0,0,0,0,0,0,0
朝食のバイキングが本当に品数が多く、美味しくて最高でしたし、スパもついていて、建物がちょっと古い部分はありますが、清潔で本当に気持ちの良いホテルでした。,1,0,0,0,1,0,1,0,0,0,1,1,0,0
後、半露天風呂は、小さいながら快適でした。,0,0,0,0,1,1,0,0,0,0,0,0,0,0
全体的に古いが、掃除は行き届いていたと思う。,0,0,0,0,0,0,1,0,0,0,1,1,1,1
温泉は、温泉地と比べてしまうと効能が少なさが気になりましたが、脱衣場の畳には床暖がついており、真冬でしたが暖かかったです。,0,0,0,0,1,1,0,0,0,0,0,0,0,0
館内全体はきれいですし、温泉の大浴場があったことが、こちらのホテルを選んだ決め手ではあったのですが、外国からの観光客の方々が使われた後が酷かったです。,0,0,0,0,1,1,0,0,0,0,1,0,0,0
接客態度は好感が持てただけに残念でした。,0,0,0,0,0,0,1,1,0,0,0,0,0,0
露天風呂の目の高さに転落防止の手すりがある・・・・・これは仕方がないのであとは気持ちの問題。,0,0,0,0,1,1,0,0,0,0,0,0,0,0
建物は古いですが、お値段の割には十分です。,0,0,0,0,0,0,0,0,0,0,1,1,0,0
貸切風呂は小さめですが、温泉は小さいほうが良いです。,0,0,0,0,1,1,0,0,0,0,0,0,0,0
スクリーンを下ろして入るのは味気ないので残念でしたが、２度目は山側で素敵でした。,0,0,0,0,1,1,0,0,0,0,0,0,0,0
夕食は、岩手牛のすき焼きは美味しかったですが、それ以外は、う…んです。,0,0,1,1,0,0,0,0,0,0,0,0,0,0
温泉自体はとても良かったのですが韓国人の観光客のマナーの悪さにとても残念でした。,0,0,0,0,1,1,0,0,0,0,0,0,0,0
同じ内容をチェックアウトの時に伝えましたが・・・それ以外はとても良かったです。,1,0,1,0,1,1,1,0,1,0,1,0,1,0
それ以外は大満足でした。,1,0,0,0,1,0,1,0,1,0,1,1,1,0
建物は古いですが、清掃は行きわたっています。,0,0,0,0,0,0,1,0,0,0,1,1,0,0
本当にありえない。（他の女性の方は素晴らしい接客の方々でした）,0,0,0,0,0,0,1,1,0,0,0,0,0,0
禁煙の部屋を頼んだのだが、1日目の部屋が若干消臭剤の匂いが強く感じたため2日目に部屋の変更をお願いしたところ、すぐに変えていただき、1日目の部屋より広い部屋だった。,0,0,0,0,0,0,1,0,0,0,0,0,1,1
対応に満足だった反面、部屋の匂い等は事前に取り除いてほしい。,0,0,0,0,0,0,1,1,0,0,0,0,0,1
建物、部屋の造りといったものは老朽化は否めないでしょうが、それでも確りと整備・清掃が行き届いていて大変良い印象でした。,0,0,0,0,0,0,1,0,0,0,1,1,1,1
シャンプー等は物は良いが開けにくく、出にくく非常に不便。,0,0,0,0,0,0,0,0,0,0,1,1,0,0
食事は美味しく、接客も良かったのですが、隣のテーブルと近く、隣の話し声が丸聞こえで、あまり落ち着いて食事という雰囲気ではありません。,1,1,1,1,0,0,1,0,0,0,0,1,0,0
後は洗濯機が無料で使え良いと思いましたが、部屋数に対して2個しかない為なかなか使えず困りました。,0,0,0,0,0,0,0,0,0,0,1,1,0,0
お風呂は、日帰り客と共用でしたが、とても広く良かったです。,0,0,0,0,1,1,0,0,0,0,0,0,0,0
温泉は少しぬるいと思いましたが、肌が本当にすべすべになりました。,0,0,0,0,1,1,0,0,0,0,0,0,0,0
バイキングのお食事はおいしかったですが、洋食系のおかずや甘辛くないおかずがもう数種類あれば満点です。,1,1,1,1,0,0,0,0,0,0,0,0,0,0
部屋は古い感じはありましたが、静かで清潔感あり、全体的に満足しました。,0,0,0,0,0,0,1,0,0,0,0,0,1,1
温泉はよく、料理も美味しく接客も良くして頂きましたが、なにせ部屋がカビ臭い。,1,0,1,0,1,0,1,1,0,0,0,0,0,1
フロントの方も丁寧で大荷物だったので、お手伝いもして頂き凄く助かりました（^^）少し古いですが、清掃も行き届いていて子供がいても安心して過ごせました。,0,0,0,0,0,0,1,0,0,0,0,0,1,1
函館駅からはちょっとありますが、路面電車かバスで近くまで来れるので問題ありません。,0,0,0,0,0,0,0,0,1,1,0,0,0,0
サービスは対応していただける方によってだいぶ差がありました。,0,0,0,0,0,0,1,1,0,0,0,0,0,0
ホテルの部屋は広くはありませんが、必要なものがコンパクトに収められている感じです。,0,0,0,0,0,0,0,0,0,0,0,0,1,1
でも1人だと怖くて露天風呂は行けませんでした笑朝は露天風呂に入り、特に石をくり抜いたお風呂の雰囲気が素敵で、いつまでも入っていたくなる程です。,0,0,0,0,1,1,0,0,0,0,0,0,0,0
部屋は川に面していない点が残念でしたが、プラン説明通り角部屋の広々とした部屋でした。,0,0,0,0,0,0,0,0,0,0,0,0,1,1
ホテル内スタッフの対応が、言葉は丁寧だが、気持・親切さが伝わって来なかった。,0,0,0,0,0,0,1,1,0,0,0,0,0,0
大浴場は広くありませんが、お肌がつるつるになります。,0,0,0,0,1,1,0,0,0,0,0,0,0,0
部屋やお風呂など古さは感じましたが特に不満というほどでもなく快適に過ごせました。,0,0,0,0,0,1,0,0,0,0,0,0,1,1
それ以外はフロントスタッフの対応を含め素晴らしいホテルに違いない。,1,0,1,0,1,0,1,1,1,0,1,0,1,0
駅からは少し遠いですが、静かで良かったです。,0,0,0,0,0,0,0,0,1,1,0,0,0,0
問い合わせると、かなり時間がかかったが、きちんと調べてくれたのは、良かった。,0,0,0,0,0,0,1,1,0,0,0,0,0,0
一方、部屋の風呂はきれいなのですが、いかんせん狭すぎてここはマイナスポイントです。,0,0,0,0,1,1,0,0,0,0,0,0,0,0
建屋自体は歴史があるけど駐車場も確保しやすい。,0,0,0,0,0,0,0,0,0,0,1,1,0,0
建物は古いですが、きれいに清掃されて全く問題ありません。,0,0,0,0,0,0,1,0,0,0,1,1,0,0
朝食のパンが売り切れだったのが少し残念でしたが、食事も全般的に味がよく、所謂バイキングを想像していましたがいい意味で裏切られました。,1,1,1,0,0,0,0,0,0,0,0,0,0,0
また、飲み物にお抹茶があって自分で点てられるのはとても素敵だなと思いましたが、他の飲み物（普通のお茶やコーヒーなど）があると嬉しいです。,0,0,0,0,0,0,0,0,0,0,1,1,0,0
お部屋は比較的広いですが、色調が殺風景です。,0,0,0,0,0,0,0,0,0,0,0,0,1,1
お風呂や部屋の設備はそれなりに年季の入ったホテルといった感じですが、綺麗に掃除や手入れが行き届いていると思いました。,0,0,0,0,1,1,1,0,0,0,0,1,1,0
部屋はそんなに広い方ではありませんでしたが、ゆっくりとくつろげる空間でした。,0,0,0,0,0,0,0,0,0,0,0,0,1,1
飲食店までは少しだけ歩きますがコンビニがホテルのすぐそばにあるので便利です朝食もおいしくて満足でした。,0,0,0,0,0,0,0,0,1,1,0,0,0,0
露天風呂も湯はいいのですが葉っぱのごみが気になりました。,0,0,0,0,1,1,0,1,0,0,0,0,0,0
美味しい食事でしたが前回と比べると…残念でした。,1,1,1,1,0,0,0,0,0,0,0,0,0,0
朝食も品数は多くはありませんが、美味しく頂きました。,1,1,0,0,0,0,0,0,0,0,0,0,0,0
とても新しくてお部屋もきれいでしたが、部屋に入るとタブレットが置かれている辺りのほこりが目立ちました。,0,0,0,0,0,0,0,1,0,0,0,0,1,1
朝食は美味しかったのですが、品数が少なく、2 500円は高めかなと思いました。,1,1,0,0,0,0,0,0,0,0,0,0,0,0
料理は出てくるのが遅く忘れられてるのかなと思うほどでした…外国の方が数名いらっしゃりその方々は一生懸命お話してくださり大変だろうなと思いますしその方々は素晴らしいと思います。,0,1,0,1,0,0,1,1,0,0,0,0,0,0
ご飯や部屋ベットなどはとても大満足でしたが、ホテルについてすぐの使用済みゴムの件があったので、その後に少し嫌な事があると全てマイナスの観点から見てしまい終始不愉快な旅行になりました。,1,0,1,0,0,0,0,1,0,0,1,1,1,0
温泉は酸化鉄の味がほんのりとして好き嫌いの分かれるところですが硫黄臭さが無く女性は好みだと言っていました。,0,0,0,0,1,1,0,0,0,0,0,0,0,0
露天風呂は男性側はちょうど良い温度でしたが女性用はぬるくて入れなかったと言っていました。,0,0,0,0,1,1,0,0,0,0,0,0,0,0
周りは本当に何もありませんが、その分とても静かで、部屋には内風呂、露天ジャグジー、マッサージチェアがついていて、ゆっくりと寛げました。,0,0,0,0,1,0,0,0,1,1,1,0,0,0
家庭用のお風呂を少し広くしたようなお風呂でしたが、浴槽に足を伸ばして入れたので良かったです。,0,0,0,0,1,1,0,0,0,0,0,0,0,0
せっかく趣のある建物なのに、TV台やタオル干し（ホームセンターで売っていそうなやつ。ウチですらおしゃれなやつを使っています）などがかなりミスマッチです。,0,0,0,0,0,0,0,0,0,0,1,1,0,0
接客については悪くはありませんが、ホスピタリティは感じません。,0,0,0,0,0,0,1,1,0,0,0,0,0,0
頑張って接客している方もいらしたので、心苦しいのですが・・・これが16000円なら我慢したと思います。,0,0,0,0,0,0,1,1,0,0,0,0,0,0
団体のお客さんと２グループ位？と宿泊日が被ってしまい、エレベーター待ちになる場面が何回かありましたが、複数あるので、さほど苦には感じませんでした。,0,0,0,0,0,0,0,0,0,0,1,1,0,0
一つだけ評価を４にした風呂も独立型で使いやすかったですが、シャワーをＭａｘにしても水圧が低かったため?１にしました。,0,0,0,0,1,1,0,0,0,0,0,0,0,0
メニューもボリュウームが少々不満でしたが、お値段的には納得できました。,1,1,1,1,0,0,0,0,0,0,0,0,0,0
部屋自体は年季を感じましたが、掃除は行き届いていたと思います。,0,0,0,0,0,0,1,0,0,0,0,0,1,1
朝食はバイキング形式で、品数はそこまで多くありませんでしたが、満足できました。,1,1,0,0,0,0,0,0,0,0,0,0,0,0
スタッフさんもサービスもとっても良かったのにそれだけが残念でした。,0,0,0,0,0,0,1,1,0,0,0,1,0,0
温泉は無臭のためか塩分も含まないためか、あまり温泉ぽくはなかったのですが、まずまずでした。,0,0,0,0,1,1,0,0,0,0,0,0,0,0
本当にすごすぎて食べきれなかったのが残念です。（お米の量が多すぎでした。）,1,1,1,1,0,0,0,0,0,0,0,0,0,0
全体に古さはありますが、部屋も広く、窓から八ヶ岳が見えるのは気持ちが良かったです。,0,0,0,0,0,0,0,0,0,0,0,0,1,1
雰囲気はバツグンですが料理が少しお肉が硬かったりリゾットの味が薄かったかな？,1,1,1,1,0,0,0,0,0,0,0,0,0,0
食事は種類は少なかったですが朝食の時間が終るギリギリのタイミングまで補充されていて良いですね,1,1,0,0,0,0,1,0,0,0,0,0,0,0
しいていうなら味噌汁もあってもよかったかなという感じですかねよくビジネスホテル系の朝食が好きでよくいろいろなところ泊まったりしますがこちらはおすすめです,1,1,0,0,0,0,0,0,0,0,0,0,0,0
予約を入れても３０分ほど待つことになった朝食は、待っただけの甲斐がある美味しさでした。,1,1,0,0,0,0,0,0,0,0,0,0,0,0
枕元にコンセントがないのは意外てしたけど、2台のスマホを同時充電する事はできまのでよしとします。,0,0,0,0,0,0,0,0,0,0,1,1,0,0
建物は古いが館内は、清潔。,0,0,0,0,0,0,1,0,0,0,1,1,0,0
ちょっとだけ残念な事はありましたが、総じてとても満足でした。,1,1,1,0,1,0,1,0,1,0,1,0,1,0
朝ごはんは、種類はそう豊富ではなかったですが、その分無駄に高くなくて、丁度良かったです。,1,1,0,0,0,0,0,0,0,0,0,0,0,0
建物は古いですが、きちんと手入れされているかんじがします。,0,0,0,0,0,0,1,0,0,0,1,1,0,0
ホテルの中は綺麗で部屋は少し古いですが清潔感はありました。,0,0,0,0,0,0,1,0,0,0,1,0,1,1
温泉はどんどん流れ出る綺麗な湯で最高なのですが熱い熱い。,0,0,0,0,1,1,0,0,0,0,0,0,0,0
後は不満等は全く無く、とてもゆっくり出来て大満足です。,1,0,1,0,1,1,1,0,1,0,1,0,1,0
それ以外にはすごく満足できるホテルでした。,1,0,1,0,1,0,1,1,1,0,1,1,1,0
味や量は満足できるものでした。（蟹がちょっと小ぶりかな？）,0,0,1,1,0,0,0,0,0,0,0,0,0,0
・風呂は種類も多く雰囲気も良かったのですが、露天風呂の湯温が低く、外の気温が低く寒い中ではぬるく感じられました。,0,0,0,0,1,1,0,0,0,0,0,0,0,0
駐車場が少し離れておりますが特に問題ない程度の距離です。,0,0,0,0,0,0,0,0,0,0,1,1,0,0
朝食は、ガッツリ食べたい方には品数が少ないと感じられるかもしれませんが、無料のサービスなので十分すぎるくらいです。,1,1,0,0,0,0,0,0,0,0,0,0,0,0
夕食は部屋食で十分に味・量堪能できましたが、中居さんが忙しそうで、吸い物がなかなか来なかったです。,0,0,1,1,0,0,0,1,0,0,0,0,0,0
朝食は見た感じは良さそうに見えましたが、ご飯のあての物が多くて、微妙でしたね。,1,1,0,0,0,0,0,0,0,0,0,0,0,0
部屋は最上階で見晴らしは良かったですが、隣からの音とかいびきが聞こえてきて、防音性はないので、気になる方は、気をつけて下さい。,0,0,0,0,0,0,0,0,0,0,0,0,1,1
温泉は確かに濁りの良いお湯でしたが、大浴場は露天がなく狭かったのが少し残念でした。,0,0,0,0,1,1,0,0,0,0,0,0,0,0
それ以外の点が素晴らしかっただけにその点が少し気になりました。,1,0,1,0,1,0,1,1,1,0,1,0,1,1
それ以外はとても良かったようでしたので、また機会があったら利用したいと思います。,1,0,1,0,1,1,1,0,1,0,1,0,1,0
部屋は狭かったが綺麗でした。,0,0,0,0,0,0,0,0,0,0,0,0,1,1
部屋にバスタブはありませんが、最上階に温泉があるので不便は感じず、気持ちよく利用できました。,0,0,0,0,1,1,0,0,0,0,0,0,0,0
駅からは徒歩７分くらいの距離ですが、お城を観光するには便利な場所です。,0,0,0,0,0,0,0,0,1,1,0,0,0,0
設備は古いですがきれいにされていました。,0,0,0,0,0,0,1,0,0,0,1,1,0,0
フロントの方の対応が素敵だっただけに、とても残念でした。,0,1,0,1,0,1,1,1,0,1,0,1,0,1
陶器風呂はぬるく、手前の寝湯は熱すぎたが、より外側の寝湯と（私には）内湯の強めジャグジーがよかった。,0,0,0,0,1,1,0,0,0,0,0,0,0,0
部屋は狭いですが、寝るだけですので満足です。,0,0,0,0,0,0,0,0,0,0,0,0,1,1
接客の姿勢も昭和の良き時代のレベルそのままで時代に取り残された感あり。,0,0,0,0,0,0,1,1,0,0,0,0,0,0
気持ちのいい従業員さんもいらっしょいましたが、ここまで色々思ってしまう旅行は初めてでした。,0,0,0,0,0,0,1,1,0,0,0,0,0,0
3台のみで使っている方がいたので、待たなくてはならなかったけど、洗剤と柔軟剤も置いてあり、ありがたかったです。,0,0,0,0,0,0,0,0,0,0,1,1,0,0
それ以外は満点でした。,1,0,1,0,1,0,1,0,1,0,1,0,1,1
施設自体は年数も経ち古いところはありましたが、掃除は行き届いていましたし、選んだ決め手の離れの露天風呂は普通では味わえない解放感が最高で母も大喜びでした。,0,0,0,0,1,0,1,0,0,0,1,1,0,0
大浴場が２Fで窓がないのが残念でしたが、快適です。,0,0,0,0,1,1,0,0,0,0,0,0,0,0
室内はとてもスタイリッシュでベッドも心地よくとても良かったですが、スイッチ位置など分かりづらい所もありました。,0,0,0,0,0,0,0,0,0,0,1,0,1,1
施設は古さを感じますが、清潔で気持ち良く利用させて頂きました。,0,0,0,0,0,0,1,0,0,0,1,1,0,0
・温泉はちょっとぬるめですが、気持ちよく入ることができました。,0,0,0,0,1,1,0,0,0,0,0,0,0,0
たまたまドリンク飲み放題のサービスでアルコールも頂きラッキーでした（笑）お風呂からの景色が、夜は窓が反射してよく見えないのが残念ですが、朝風呂は景色がよく見えておススメです。,0,0,1,0,1,1,0,0,0,0,0,0,0,0
女性は、きもの姿でそれなりに情緒はあるもののサービスとしてはなにかちぐはぐな感じがしました。,0,0,0,0,0,0,1,1,0,0,0,0,0,0
食事は材料は高価な感じがしましたが味付けや彩りがさびしかったです。,1,1,1,1,0,0,0,0,0,0,0,0,0,0
出雲大社から離れているので、出雲大社の町並みの余韻とかは味わえませんが、駅のすぐ隣で立地は最高です。,0,0,0,0,0,0,0,0,1,1,0,0,0,0
作りたてのオムレツを欲しい人が並んでいたので、焼く人がもう１人いてもいいかな？と思いました。,1,1,0,0,0,0,0,1,0,0,0,0,0,0
大浴場のお湯はぬるめ、露天風呂のお湯は熱めとちょうど良かったのですが、深夜ということもあったのか、洗い場が非常に冷えていて体を流すのに難儀しました。,0,0,0,0,1,1,0,0,0,0,0,0,0,0
新しい建物ではないですが特に古さは気にならず、過ごしやすいホテルでした。,0,0,0,0,0,0,0,0,0,0,1,1,0,0
ベッドも寝心地がよく、部屋は狭いですが、かえってそれが丁度良いサイズに感じられて落ち着けました。,0,0,0,0,0,0,0,0,0,0,1,0,1,1
少し部屋は狭かったのですが、一人過ごすには十分な大きさで、また、隣の部屋の音も聞こえてこなくて、静かに快適に過ごすことが出来ました。,0,0,0,0,0,0,0,0,0,0,0,0,1,1
貸切露天風呂は夜入るより明るいうち入るのをお勧めします。（景色が楽しめない）,0,0,0,0,1,1,0,0,0,0,0,0,0,0
高層ビルの上層階に客室が位置しているので、窓が開きませんが、気になりません。,0,0,0,0,0,0,0,0,0,0,0,0,1,1
